data_venda,cliente,loja,produto,categoria,quantidade,preco_unitario,custo_unitario,cidade,estado,regiao,forma_pagamento
2024-04-27,Cliente 189,Loja Centro,Teclado,Eletrônicos,4,1465.8,1073.69,Recife,PE,SUDESTE,Débito
2023-06-27,Cliente 118,Loja Oeste,Fone de Ouvido,Acessórios,8,1862.9,1106.8,Salvador,BA,Nordeste,Pix
2024-07-25,Cliente 77,Loja Norte,Cadeira,Móveis,8,713.31,409.41,Goiânia,GO,SUL,Pix
2023-10-08,Cliente 74,Loja Centro,Monitor,Eletrônicos,6,1705.32,1139.4,Fortaleza,CE,CENTRO-OESTE,Boleto
2023-03-22,Cliente 89,Loja Leste,Impressora,Eletrônicos,3,1052.06,616.81,Salvador,BA,SUL,Boleto
2023-10-06,Cliente 36,Loja Centro,Monitor,Eletrônicos,9,985.41,658.85,Curitiba,PR,CENTRO-OESTE,Débito
2023-04-13,Cliente 106,Loja Sul,Monitor,Eletrônicos,9,828.57,472.16,São Paulo,SP,Centro-Oeste,Crédito
2024-10-30,Cliente 122,Loja Leste,Teclado,Eletrônicos,9,3423.79,1874.12,São Paulo,SP,Sul,Pix
2024-08-10,Cliente 60,Loja Oeste,Mesa,Móveis,1,3182.38,1676.6,Porto Alegre,RS,Sudeste,Débito
2024-05-22,Cliente 48,Loja Sul,Impressora,Eletrônicos,1,3490.24,2160.8,Belo Horizonte,MG,Sudeste,Crédito
2023-10-19,Cliente 117,Loja Oeste,Cadeira,Móveis,10,420.19,334.01,Goiânia,GO,centro-oeste,Boleto
2023-12-05,Cliente 42,Loja Leste,Teclado,Eletrônicos,8,991.29,736.18,Brasília,DF,SUL,Débito
2023-06-29,Cliente 157,Loja Leste,Notebook,Eletrônicos,5,2008.85,1460.81,Salvador,BA,nordeste,Pix
2023-11-28,Cliente 64,Loja Centro,Mouse,Eletrônicos,2,687.5,372.75,Recife,PE,SUL,Boleto
2024-08-09,Cliente 3,Loja Sul,Monitor,Eletrônicos,5,3341.42,1973.39,Fortaleza,CE,Nordeste,Débito
2024-05-29,Cliente 181,Loja Sul,Notebook,Eletrônicos,8,1108.48,689.06,Rio de Janeiro,RJ,sudeste,Pix
2023-06-06,Cliente 117,Loja Oeste,Mesa,Móveis,4,805.99,435.29,Goiânia,GO,Nordeste,Boleto
2023-09-11,Cliente 175,Loja Oeste,Fone de Ouvido,Acessórios,9,2816.88,2106.13,Fortaleza,CE,sudeste,Boleto
2024-07-14,Cliente 130,Loja Norte,Fone de Ouvido,Acessórios,2,3214.49,1715.45,Salvador,BA,CENTRO-OESTE,Débito
2024-08-20,Cliente 126,Loja Centro,Teclado,Eletrônicos,9,1574.35,1108.48,Salvador,BA,centro-oeste,Boleto
2023-03-01,Cliente 144,Loja Leste,Notebook,Eletrônicos,3,1820.71,1159.86,Fortaleza,CE,SUL,Crédito
2023-02-16,Cliente 109,Loja Sul,Impressora,Eletrônicos,1,2623.03,1766.59,Porto Alegre,RS,sudeste,Crédito
2023-05-19,Cliente 197,Loja Leste,Mouse,Eletrônicos,1,1040.46,576.41,Fortaleza,CE,Nordeste,Boleto
2024-07-06,Cliente 35,Loja Sul,Celular,Eletrônicos,7,326.86,257.97,Recife,PE,sudeste,Débito
2023-01-04,Cliente 194,Loja Centro,Fone de Ouvido,Acessórios,9,489.35,388.36,Recife,PE,SUL,Boleto
2024-04-16,Cliente 89,Loja Norte,Fone de Ouvido,Acessórios,9,1358.5,772.85,Recife,PE,SUL,Débito
2023-01-17,Cliente 62,Loja Norte,Mouse,Eletrônicos,7,2171.49,1695.65,São Paulo,SP,sudeste,Crédito
2023-02-19,Cliente 63,Loja Centro,Webcam,Acessórios,8,2112.36,1501.86,São Paulo,SP,nordeste,Boleto
2023-05-24,Cliente 129,Loja Sul,Monitor,Eletrônicos,4,2652.63,1943.9,Brasília,DF,Sul,Pix
2024-11-07,Cliente 134,Loja Norte,Webcam,Acessórios,6,867.32,661.66,Goiânia,GO,nordeste,Pix
2023-06-29,Cliente 161,Loja Leste,Cadeira,Móveis,9,3322.39,2538.02,São Paulo,SP,centro-oeste,Boleto
2024-03-02,Cliente 105,Loja Norte,Notebook,Eletrônicos,7,2761.03,1644.53,Salvador,BA,SUL,Boleto
2024-12-25,Cliente 37,Loja Leste,Teclado,Eletrônicos,8,881.34,500.25,Brasília,DF,Sudeste,Boleto
2023-07-28,Cliente 85,Loja Centro,Impressora,Eletrônicos,9,512.62,293.66,Brasília,DF,Centro-Oeste,Pix
2024-09-11,Cliente 155,Loja Centro,Mouse,Eletrônicos,4,227.8,139.68,Brasília,DF,sudeste,Débito
2023-12-07,Cliente 78,Loja Centro,Webcam,Acessórios,4,1703.91,1296.41,Brasília,DF,Sul,Débito
2024-02-11,Cliente 62,Loja Oeste,Mouse,Eletrônicos,4,2449.91,1742.21,Fortaleza,CE,Nordeste,Pix
2024-01-04,Cliente 132,Loja Leste,Impressora,Eletrônicos,9,2288.09,1355.75,Fortaleza,CE,Centro-Oeste,Crédito
2024-07-30,Cliente 57,Loja Norte,Celular,Eletrônicos,4,1328.93,829.49,Salvador,BA,Sudeste,Pix
2023-07-20,Cliente 85,Loja Norte,Fone de Ouvido,Acessórios,10,2534.04,1491.43,Goiânia,GO,nordeste,Débito
2024-10-19,Cliente 190,Loja Leste,Celular,Eletrônicos,6,937.78,700.03,Brasília,DF,Centro-Oeste,Débito
2024-07-09,Cliente 165,Loja Centro,Mesa,Móveis,3,2535.08,1638.92,Belo Horizonte,MG,centro-oeste,Crédito
2023-08-25,Cliente 18,Loja Norte,Mouse,Eletrônicos,1,1472.75,1108.63,São Paulo,SP,Sudeste,Débito
2024-09-23,Cliente 124,Loja Leste,Fone de Ouvido,Acessórios,6,258.55,178.74,Fortaleza,CE,Sudeste,Crédito
2023-10-09,Cliente 138,Loja Sul,Fone de Ouvido,Acessórios,7,90.89,59.88,Brasília,DF,Sudeste,Boleto
2024-09-26,Cliente 135,Loja Sul,Teclado,Eletrônicos,2,1859.13,1063.96,Rio de Janeiro,RJ,Nordeste,Pix
2023-09-07,Cliente 179,Loja Norte,Impressora,Eletrônicos,6,3359.58,2142.4,Rio de Janeiro,RJ,SUL,Crédito
2023-02-27,Cliente 164,Loja Centro,Notebook,Eletrônicos,7,1358.46,904.48,Rio de Janeiro,RJ,SUDESTE,Crédito
2023-04-08,Cliente 136,Loja Centro,Celular,Eletrônicos,6,2002.21,1516.45,Recife,PE,Sul,Débito
2023-10-15,Cliente 140,Loja Oeste,Webcam,Acessórios,5,210.64,110.02,Fortaleza,CE,Sudeste,Débito
2024-12-30,Cliente 102,Loja Centro,Mesa,Móveis,4,2075.27,1505.97,São Paulo,SP,SUL,Débito
2024-07-07,Cliente 85,Loja Leste,Webcam,Acessórios,10,2929.54,1806.78,Curitiba,PR,SUDESTE,Crédito
2023-03-19,Cliente 88,Loja Oeste,Fone de Ouvido,Acessórios,1,387.02,220.46,Salvador,BA,CENTRO-OESTE,Boleto
2023-08-22,Cliente 92,Loja Oeste,Mesa,Móveis,5,2753.24,1748.76,São Paulo,SP,nordeste,Boleto
2023-09-10,Cliente 183,Loja Centro,Teclado,Eletrônicos,7,345.64,236.97,Goiânia,GO,sudeste,Pix
2023-04-20,Cliente 24,Loja Centro,Teclado,Eletrônicos,3,2601.81,1548.09,Recife,PE,SUL,Boleto
2024-04-04,Cliente 143,Loja Oeste,Mesa,Móveis,2,507.15,282.09,Porto Alegre,RS,centro-oeste,Boleto
2024-09-04,Cliente 84,Loja Leste,Mouse,Eletrônicos,2,1271.0,670.99,São Paulo,SP,Sudeste,Pix
2023-09-06,Cliente 147,Loja Oeste,Impressora,Eletrônicos,2,2550.71,1703.52,Recife,PE,SUDESTE,Boleto
2023-03-06,Cliente 43,Loja Leste,Teclado,Eletrônicos,5,1088.9,705.54,Belo Horizonte,MG,SUL,Boleto
2024-10-02,Cliente 127,Loja Oeste,Cadeira,Móveis,2,1295.88,1015.02,Fortaleza,CE,CENTRO-OESTE,Débito
2023-12-07,Cliente 159,Loja Leste,Celular,Eletrônicos,3,1101.07,863.95,Rio de Janeiro,RJ,Nordeste,Boleto
2024-12-12,Cliente 52,Loja Leste,Mesa,Móveis,10,519.63,309.8,Recife,PE,Nordeste,Débito
2024-08-12,Cliente 63,Loja Sul,Impressora,Eletrônicos,5,2585.32,1783.54,Salvador,BA,nordeste,Pix
2024-07-12,Cliente 47,Loja Oeste,Impressora,Eletrônicos,2,3265.63,1828.56,Salvador,BA,Sudeste,Boleto
2024-02-23,Cliente 173,Loja Leste,Monitor,Eletrônicos,5,2917.92,1519.5,Fortaleza,CE,SUDESTE,Pix
2023-03-17,Cliente 115,Loja Oeste,Monitor,Eletrônicos,3,2517.57,1854.75,Porto Alegre,RS,Centro-Oeste,Boleto
2024-01-04,Cliente 180,Loja Oeste,Fone de Ouvido,Acessórios,7,1925.58,1419.57,Brasília,DF,CENTRO-OESTE,Crédito
2024-07-30,Cliente 166,Loja Leste,Mouse,Eletrônicos,6,623.87,426.6,Curitiba,PR,Nordeste,Boleto
2024-06-15,Cliente 143,Loja Oeste,Mouse,Eletrônicos,2,942.65,615.74,São Paulo,SP,CENTRO-OESTE,Débito
2024-12-08,Cliente 129,Loja Norte,Celular,Eletrônicos,7,1647.57,1159.67,Salvador,BA,Nordeste,Crédito
2023-04-29,Cliente 187,Loja Norte,Celular,Eletrônicos,5,1485.12,1171.04,Rio de Janeiro,RJ,Nordeste,Pix
2023-04-10,Cliente 113,Loja Leste,Mesa,Móveis,4,1847.85,1117.01,Fortaleza,CE,Nordeste,Crédito
2023-04-22,Cliente 174,Loja Norte,Cadeira,Móveis,2,127.92,77.13,São Paulo,SP,Sul,Débito
2023-08-26,Cliente 104,Loja Norte,Fone de Ouvido,Acessórios,6,1981.48,1560.49,Belo Horizonte,MG,SUDESTE,Boleto
2024-03-15,Cliente 100,Loja Centro,Impressora,Eletrônicos,10,3096.69,1966.0,São Paulo,SP,Sul,Débito
2023-07-11,Cliente 94,Loja Sul,Cadeira,Móveis,10,401.04,305.43,Rio de Janeiro,RJ,Sul,Boleto
2024-09-03,Cliente 100,Loja Oeste,Mouse,Eletrônicos,8,1870.62,1293.97,Porto Alegre,RS,nordeste,Crédito
2024-12-23,Cliente 77,Loja Oeste,Mesa,Móveis,8,2179.9,1622.11,Salvador,BA,CENTRO-OESTE,Crédito
2024-01-18,Cliente 178,Loja Norte,Teclado,Eletrônicos,2,873.08,467.17,Salvador,BA,centro-oeste,Boleto
2024-05-13,Cliente 163,Loja Oeste,Impressora,Eletrônicos,3,2033.08,1274.56,Goiânia,GO,SUDESTE,Débito
2024-09-26,Cliente 14,Loja Sul,Celular,Eletrônicos,3,695.49,523.42,Porto Alegre,RS,Sudeste,Boleto
2024-05-21,Cliente 105,Loja Leste,Teclado,Eletrônicos,7,3375.21,2199.39,Curitiba,PR,nordeste,Boleto
2023-08-14,Cliente 75,Loja Centro,Celular,Eletrônicos,2,2000.62,1477.99,Belo Horizonte,MG,SUL,Débito
2024-05-22,Cliente 141,Loja Oeste,Fone de Ouvido,Acessórios,3,2743.55,1837.34,Porto Alegre,RS,sudeste,Crédito
2024-03-27,Cliente 140,Loja Norte,Cadeira,Móveis,6,1920.05,1395.95,Brasília,DF,nordeste,Crédito
2023-03-31,Cliente 113,Loja Centro,Monitor,Eletrônicos,1,1601.58,968.27,Porto Alegre,RS,Sul,Débito
2023-05-23,Cliente 53,Loja Norte,Webcam,Acessórios,10,2233.06,1227.72,Salvador,BA,Sudeste,Pix
2024-12-21,Cliente 75,Loja Sul,Fone de Ouvido,Acessórios,10,1908.75,1139.71,Porto Alegre,RS,CENTRO-OESTE,Pix
2023-03-02,Cliente 71,Loja Norte,Fone de Ouvido,Acessórios,3,3371.56,2480.48,Rio de Janeiro,RJ,SUDESTE,Débito
2024-05-16,Cliente 37,Loja Oeste,Teclado,Eletrônicos,4,2677.08,1881.64,Salvador,BA,SUL,Boleto
2023-04-06,Cliente 104,Loja Oeste,Impressora,Eletrônicos,2,2236.02,1708.4,Fortaleza,CE,SUL,Pix
2023-04-06,Cliente 188,Loja Leste,Celular,Eletrônicos,6,2057.75,1565.27,Fortaleza,CE,Nordeste,Crédito
2024-05-21,Cliente 69,Loja Sul,Fone de Ouvido,Acessórios,4,3390.04,2533.9,Recife,PE,SUL,Pix
2023-12-18,Cliente 175,Loja Centro,Fone de Ouvido,Acessórios,3,2003.19,1293.26,Goiânia,GO,Sudeste,Crédito
2024-04-12,Cliente 1,Loja Leste,Celular,Eletrônicos,2,3256.54,1782.61,São Paulo,SP,Sul,Débito
2023-03-26,Cliente 96,Loja Norte,Cadeira,Móveis,5,372.02,226.24,Belo Horizonte,MG,Sudeste,Boleto
2023-01-02,Cliente 55,Loja Leste,Cadeira,Móveis,7,2311.42,1643.67,Curitiba,PR,sudeste,Débito
2024-12-13,Cliente 88,Loja Centro,Webcam,Acessórios,9,2395.94,1204.65,Curitiba,PR,nordeste,Débito
2023-04-15,Cliente 27,Loja Sul,Celular,Eletrônicos,4,1371.59,986.49,Rio de Janeiro,RJ,Nordeste,Pix
2023-03-12,Cliente 136,Loja Oeste,Teclado,Eletrônicos,3,2263.44,1591.52,Recife,PE,Sudeste,Débito
2024-02-26,Cliente 158,Loja Leste,Celular,Eletrônicos,4,2216.88,1209.11,Salvador,BA,Sul,Crédito
2024-03-15,Cliente 81,Loja Norte,Mouse,Eletrônicos,2,2084.03,1282.12,Belo Horizonte,MG,Sul,Pix
2023-10-19,Cliente 200,Loja Centro,Mouse,Eletrônicos,9,2123.45,1521.14,Curitiba,PR,SUL,Débito
2024-10-23,Cliente 14,Loja Norte,Fone de Ouvido,Acessórios,9,700.83,432.78,Goiânia,GO,Centro-Oeste,Boleto
2023-01-13,Cliente 93,Loja Sul,Mouse,Eletrônicos,8,2251.38,1173.65,Curitiba,PR,SUDESTE,Boleto
2024-04-27,Cliente 198,Loja Centro,Webcam,Acessórios,6,1934.93,1067.75,Recife,PE,Sudeste,Crédito
2024-02-12,Cliente 130,Loja Sul,Notebook,Eletrônicos,4,187.4,97.1,Porto Alegre,RS,centro-oeste,Boleto
2023-06-06,Cliente 72,Loja Centro,Impressora,Eletrônicos,2,2259.85,1494.43,Recife,PE,SUL,Crédito
2024-10-11,Cliente 196,Loja Centro,Fone de Ouvido,Acessórios,3,1900.55,1173.06,Curitiba,PR,SUL,Boleto
2024-04-09,Cliente 157,Loja Oeste,Monitor,Eletrônicos,4,347.43,219.0,São Paulo,SP,Sudeste,Pix
2023-06-17,Cliente 128,Loja Sul,Teclado,Eletrônicos,1,2492.26,1770.63,Rio de Janeiro,RJ,centro-oeste,Pix
2023-05-01,Cliente 198,Loja Centro,Teclado,Eletrônicos,3,2636.73,2009.29,Salvador,BA,Nordeste,Boleto
2024-10-04,Cliente 20,Loja Leste,Cadeira,Móveis,2,957.18,758.58,Brasília,DF,Centro-Oeste,Pix
2023-04-16,Cliente 147,Loja Centro,Notebook,Eletrônicos,10,625.74,342.4,Fortaleza,CE,Sul,Crédito
2023-06-03,Cliente 46,Loja Centro,Notebook,Eletrônicos,4,208.64,127.1,São Paulo,SP,centro-oeste,Boleto
2023-10-05,Cliente 20,Loja Oeste,Monitor,Eletrônicos,4,1486.09,1064.17,Salvador,BA,Nordeste,Crédito
2023-02-17,Cliente 103,Loja Centro,Fone de Ouvido,Acessórios,3,819.99,536.87,São Paulo,SP,Centro-Oeste,Pix
2023-07-25,Cliente 75,Loja Oeste,Cadeira,Móveis,2,1958.17,983.77,Salvador,BA,SUL,Débito
2023-07-20,Cliente 188,Loja Oeste,Celular,Eletrônicos,10,3402.91,2720.07,Salvador,BA,Sul,Débito
2024-12-11,Cliente 3,Loja Sul,Notebook,Eletrônicos,1,853.84,515.66,Recife,PE,Sudeste,Boleto
2024-05-18,Cliente 16,Loja Norte,Cadeira,Móveis,4,1877.86,1073.1,Rio de Janeiro,RJ,SUL,Crédito
2024-04-14,Cliente 192,Loja Centro,Notebook,Eletrônicos,9,1475.05,1133.83,Curitiba,PR,CENTRO-OESTE,Crédito
2024-03-21,Cliente 170,Loja Norte,Fone de Ouvido,Acessórios,7,308.17,206.58,Belo Horizonte,MG,Sul,Pix
2023-11-22,Cliente 116,Loja Sul,Cadeira,Móveis,7,2467.5,1778.09,Salvador,BA,Sul,Crédito
2024-04-05,Cliente 120,Loja Sul,Monitor,Eletrônicos,10,425.96,226.48,Belo Horizonte,MG,nordeste,Crédito
2023-05-03,Cliente 24,Loja Norte,Fone de Ouvido,Acessórios,4,1609.11,1028.23,Salvador,BA,SUL,Crédito
2023-12-31,Cliente 102,Loja Oeste,Monitor,Eletrônicos,3,364.68,209.5,Salvador,BA,Sudeste,Pix
2024-07-23,Cliente 192,Loja Oeste,Cadeira,Móveis,1,3334.73,2522.32,Belo Horizonte,MG,Sul,Crédito
2023-08-16,Cliente 34,Loja Norte,Celular,Eletrônicos,3,469.01,243.18,Rio de Janeiro,RJ,nordeste,Pix
2023-01-23,Cliente 17,Loja Norte,Mouse,Eletrônicos,10,942.93,701.37,Goiânia,GO,Centro-Oeste,Débito
2023-06-22,Cliente 147,Loja Leste,Mouse,Eletrônicos,2,197.3,125.94,Salvador,BA,nordeste,Boleto
2023-07-11,Cliente 71,Loja Sul,Notebook,Eletrônicos,7,646.18,364.71,Recife,PE,Centro-Oeste,Débito
2024-05-25,Cliente 106,Loja Oeste,Notebook,Eletrônicos,10,2178.57,1512.33,Goiânia,GO,Centro-Oeste,Crédito
2024-06-22,Cliente 64,Loja Oeste,Mouse,Eletrônicos,7,523.46,293.05,Porto Alegre,RS,Sudeste,Boleto
2024-08-02,Cliente 129,Loja Sul,Mesa,Móveis,9,2745.95,1656.39,Fortaleza,CE,nordeste,Pix
2023-10-15,Cliente 15,Loja Leste,Teclado,Eletrônicos,6,2110.05,1073.57,São Paulo,SP,centro-oeste,Pix
2023-09-30,Cliente 137,Loja Centro,Webcam,Acessórios,3,395.46,275.66,Curitiba,PR,Sul,Boleto
2024-12-15,Cliente 92,Loja Oeste,Mesa,Móveis,3,866.1,515.68,Belo Horizonte,MG,Sudeste,Pix
2024-05-19,Cliente 139,Loja Sul,Webcam,Acessórios,3,1992.73,1108.89,Goiânia,GO,SUDESTE,Boleto
2024-06-23,Cliente 123,Loja Centro,Notebook,Eletrônicos,1,852.55,482.24,Rio de Janeiro,RJ,Nordeste,Débito
2023-11-28,Cliente 16,Loja Centro,Teclado,Eletrônicos,3,3219.79,2425.42,Salvador,BA,SUDESTE,Débito
2024-11-09,Cliente 102,Loja Oeste,Mouse,Eletrônicos,6,3363.93,2058.98,Brasília,DF,sudeste,Pix
2024-03-23,Cliente 164,Loja Leste,Cadeira,Móveis,3,3416.72,2459.03,Salvador,BA,Nordeste,Débito
2023-06-29,Cliente 97,Loja Sul,Fone de Ouvido,Acessórios,6,820.17,555.0,Goiânia,GO,SUL,Débito
2024-08-04,Cliente 9,Loja Norte,Teclado,Eletrônicos,10,1401.02,1118.41,São Paulo,SP,CENTRO-OESTE,Pix
2023-12-06,Cliente 191,Loja Centro,Webcam,Acessórios,10,409.18,265.5,Curitiba,PR,Sul,Pix
2023-12-10,Cliente 115,Loja Centro,Mesa,Móveis,2,2884.73,2022.22,Belo Horizonte,MG,SUL,Débito
2023-01-02,Cliente 13,Loja Leste,Monitor,Eletrônicos,6,935.47,498.05,Rio de Janeiro,RJ,Centro-Oeste,Boleto
2024-01-20,Cliente 26,Loja Leste,Teclado,Eletrônicos,8,3092.11,1871.87,Recife,PE,CENTRO-OESTE,Débito
2023-01-21,Cliente 82,Loja Sul,Teclado,Eletrônicos,2,2807.22,1431.75,Fortaleza,CE,sudeste,Crédito
2023-04-06,Cliente 87,Loja Oeste,Mesa,Móveis,7,605.12,316.18,Belo Horizonte,MG,CENTRO-OESTE,Boleto
2023-02-24,Cliente 26,Loja Sul,Notebook,Eletrônicos,3,2145.25,1352.07,Recife,PE,Sul,Débito
2023-09-01,Cliente 25,Loja Centro,Impressora,Eletrônicos,9,965.16,564.09,Brasília,DF,nordeste,Boleto
2024-11-08,Cliente 161,Loja Oeste,Teclado,Eletrônicos,6,63.16,33.24,São Paulo,SP,Centro-Oeste,Débito
2023-03-25,Cliente 122,Loja Centro,Mouse,Eletrônicos,4,639.37,375.66,São Paulo,SP,SUL,Boleto
2023-07-09,Cliente 95,Loja Leste,Celular,Eletrônicos,5,364.42,241.7,Fortaleza,CE,Nordeste,Débito
2023-10-03,Cliente 145,Loja Centro,Celular,Eletrônicos,5,1567.1,907.38,São Paulo,SP,SUDESTE,Crédito
2023-08-21,Cliente 142,Loja Centro,Mouse,Eletrônicos,9,1478.25,1074.59,Salvador,BA,nordeste,Boleto
2023-03-22,Cliente 102,Loja Centro,Fone de Ouvido,Acessórios,10,3091.71,1987.59,Fortaleza,CE,centro-oeste,Débito
2023-08-05,Cliente 50,Loja Norte,Mouse,Eletrônicos,3,3324.26,1828.84,Fortaleza,CE,Sudeste,Boleto
2024-09-01,Cliente 67,Loja Sul,Mouse,Eletrônicos,4,3490.58,2402.1,Recife,PE,sudeste,Crédito
2024-06-16,Cliente 118,Loja Centro,Impressora,Eletrônicos,7,1954.59,1479.6,Brasília,DF,CENTRO-OESTE,Boleto
2023-04-13,Cliente 28,Loja Oeste,Mouse,Eletrônicos,3,561.29,379.65,Recife,PE,sudeste,Pix
2024-08-08,Cliente 156,Loja Leste,Fone de Ouvido,Acessórios,7,961.27,669.46,Salvador,BA,Sudeste,Débito
2024-02-16,Cliente 10,Loja Leste,Cadeira,Móveis,3,2182.94,1537.32,Recife,PE,Nordeste,Débito
2023-11-07,Cliente 80,Loja Sul,Notebook,Eletrônicos,5,3144.76,1591.47,Fortaleza,CE,Centro-Oeste,Crédito
2023-11-25,Cliente 69,Loja Leste,Monitor,Eletrônicos,5,3411.06,2158.97,Belo Horizonte,MG,CENTRO-OESTE,Crédito
2024-05-11,Cliente 195,Loja Oeste,Monitor,Eletrônicos,4,3201.34,1991.72,Fortaleza,CE,Nordeste,Crédito
2023-05-19,Cliente 200,Loja Oeste,Fone de Ouvido,Acessórios,2,1123.37,732.48,Belo Horizonte,MG,CENTRO-OESTE,Crédito
2024-04-12,Cliente 13,Loja Sul,Teclado,Eletrônicos,4,2937.57,1688.65,Curitiba,PR,Sul,Pix
2024-11-28,Cliente 8,Loja Norte,Mesa,Móveis,9,1419.45,1102.8,Fortaleza,CE,Nordeste,Boleto
2024-07-18,Cliente 90,Loja Sul,Webcam,Acessórios,3,3363.8,2160.82,Fortaleza,CE,SUDESTE,Pix
2024-08-08,Cliente 200,Loja Norte,Mouse,Eletrônicos,1,1383.65,759.45,Porto Alegre,RS,Sul,Débito
2024-11-29,Cliente 3,Loja Leste,Monitor,Eletrônicos,7,1820.82,1382.71,Porto Alegre,RS,SUDESTE,Débito
2023-11-09,Cliente 183,Loja Sul,Webcam,Acessórios,4,920.75,682.76,São Paulo,SP,nordeste,Boleto
2024-06-17,Cliente 160,Loja Leste,Mesa,Móveis,5,802.82,474.18,Fortaleza,CE,CENTRO-OESTE,Crédito
2023-10-17,Cliente 77,Loja Centro,Notebook,Eletrônicos,6,1987.03,1347.47,Brasília,DF,Centro-Oeste,Crédito
2024-12-29,Cliente 167,Loja Sul,Mesa,Móveis,6,3022.15,1747.84,Porto Alegre,RS,Sul,Débito
2024-09-06,Cliente 104,Loja Sul,Fone de Ouvido,Acessórios,1,2828.73,2095.27,Curitiba,PR,SUDESTE,Crédito
2023-02-06,Cliente 150,Loja Oeste,Celular,Eletrônicos,5,3178.84,1975.27,Porto Alegre,RS,Sul,Pix
2024-06-03,Cliente 77,Loja Norte,Monitor,Eletrônicos,8,3177.52,2229.22,Brasília,DF,centro-oeste,Débito
2024-07-26,Cliente 196,Loja Norte,Cadeira,Móveis,8,491.41,283.84,Rio de Janeiro,RJ,Nordeste,Crédito
2023-12-06,Cliente 96,Loja Sul,Monitor,Eletrônicos,4,2617.52,1549.9,Salvador,BA,CENTRO-OESTE,Pix
2024-08-17,Cliente 159,Loja Centro,Celular,Eletrônicos,8,235.19,162.36,Rio de Janeiro,RJ,Centro-Oeste,Débito
2023-06-04,Cliente 36,Loja Norte,Fone de Ouvido,Acessórios,7,1877.94,1171.71,Rio de Janeiro,RJ,Nordeste,Boleto
2023-03-24,Cliente 125,Loja Sul,Webcam,Acessórios,3,1141.52,815.84,Fortaleza,CE,SUDESTE,Pix
2023-06-22,Cliente 148,Loja Norte,Notebook,Eletrônicos,8,993.67,723.75,São Paulo,SP,Centro-Oeste,Crédito
2024-05-03,Cliente 99,Loja Centro,Teclado,Eletrônicos,7,2235.53,1388.3,Goiânia,GO,Sudeste,Débito
2023-01-19,Cliente 174,Loja Centro,Mesa,Móveis,6,2661.12,1754.5,São Paulo,SP,Sul,Débito
2023-11-10,Cliente 43,Loja Centro,Mesa,Móveis,3,404.34,263.23,Porto Alegre,RS,Sudeste,Pix
2024-12-04,Cliente 35,Loja Sul,Cadeira,Móveis,9,2107.48,1267.33,Fortaleza,CE,Centro-Oeste,Pix
2023-05-15,Cliente 55,Loja Centro,Monitor,Eletrônicos,7,115.98,65.8,Belo Horizonte,MG,CENTRO-OESTE,Débito
2024-07-01,Cliente 160,Loja Centro,Mouse,Eletrônicos,1,1344.41,930.46,Salvador,BA,CENTRO-OESTE,Crédito
2024-01-25,Cliente 32,Loja Oeste,Mouse,Eletrônicos,1,2429.64,1518.6,São Paulo,SP,SUL,Boleto
2024-11-09,Cliente 134,Loja Sul,Teclado,Eletrônicos,1,1088.85,760.56,Curitiba,PR,CENTRO-OESTE,Débito
2023-04-27,Cliente 28,Loja Leste,Impressora,Eletrônicos,9,2529.74,1354.22,Rio de Janeiro,RJ,Sul,Débito
2023-06-14,Cliente 11,Loja Oeste,Cadeira,Móveis,4,1284.83,800.36,Brasília,DF,Centro-Oeste,Débito
2023-04-24,Cliente 147,Loja Leste,Celular,Eletrônicos,4,59.45,41.7,Salvador,BA,SUDESTE,Crédito
2024-04-12,Cliente 76,Loja Sul,Fone de Ouvido,Acessórios,2,3171.49,2198.8,Rio de Janeiro,RJ,Centro-Oeste,Crédito
2024-11-24,Cliente 81,Loja Leste,Mouse,Eletrônicos,1,2990.26,1818.27,Belo Horizonte,MG,sudeste,Crédito
2024-01-02,Cliente 113,Loja Oeste,Notebook,Eletrônicos,3,2338.57,1288.91,São Paulo,SP,SUL,Crédito
2024-04-12,Cliente 70,Loja Leste,Mesa,Móveis,3,442.72,274.52,Salvador,BA,Centro-Oeste,Boleto
2023-06-13,Cliente 27,Loja Leste,Teclado,Eletrônicos,3,2451.79,1269.03,Rio de Janeiro,RJ,CENTRO-OESTE,Boleto
2024-09-18,Cliente 8,Loja Norte,Webcam,Acessórios,3,2159.06,1584.21,Fortaleza,CE,Centro-Oeste,Boleto
2023-11-18,Cliente 4,Loja Oeste,Mouse,Eletrônicos,8,208.6,120.67,Recife,PE,CENTRO-OESTE,Débito
2024-03-19,Cliente 170,Loja Norte,Mesa,Móveis,9,2424.43,1661.88,Brasília,DF,Centro-Oeste,Pix
2023-01-12,Cliente 165,Loja Norte,Impressora,Eletrônicos,9,3127.61,2138.89,Belo Horizonte,MG,centro-oeste,Boleto
2023-12-05,Cliente 72,Loja Centro,Celular,Eletrônicos,2,2642.43,1575.39,Belo Horizonte,MG,centro-oeste,Débito
2024-03-30,Cliente 147,Loja Leste,Fone de Ouvido,Acessórios,7,2869.01,1502.35,Recife,PE,sudeste,Boleto
2023-01-19,Cliente 27,Loja Leste,Celular,Eletrônicos,2,3433.31,2484.25,Salvador,BA,nordeste,Crédito
2024-09-25,Cliente 164,Loja Sul,Fone de Ouvido,Acessórios,1,2899.39,2138.4,Brasília,DF,centro-oeste,Débito
